Name,Spend,Pareto
cruciform13 inc.,264911.85,102.95873 %
hookahs15 inc.,264883.65,102.95947 %
deadest4 inc.,264744.75,102.95983 %
bialys13 inc.,264682.5,102.96020 %
litchis16 inc.,264652.6,102.96094 %
backbit2 inc.,264467.3,102.96131 %
divorced16 inc.,264369,102.96205 %
granary2 inc.,264350.25,102.96242 %
soapiest5 inc.,264273.4,102.96279 %
familiars8 inc.,264235.1,102.96315 %
aster6 inc.,264229.5,102.96352 %
nudists12 inc.,264211,102.96389 %
commixing3 inc.,264172.8,102.96426 %
chronicle8 inc.,264058.8,102.96463 %
antipasto2 inc.,263972.7,102.96500 %
chemurgy5 inc.,263946.45,102.96537 %
cowed3 inc.,263929.22,103.47425 %
edifices2 inc.,263928.15,102.96573 %
extremist13 inc.,263854.2,102.96610 %
squadrons6 inc.,263667,102.96684 %
successive11 inc.,263582.9,102.96720 %
patella14 inc.,263526.75,103.92885 %
hounded8 inc.,263458.35,102.96757 %
blooper inc.,263404.5,102.96794 %
engross14 inc.,263235.9,102.96831 %
checkbooks11 inc.,263151,102.96904 %
aviator12 inc.,263140.65,102.96941 %
macerates10 inc.,263121,102.96978 %
sickles1 inc.,263093.4,102.97014 %
gaslights6 inc.,263073.2,102.97051 %
waterways2 inc.,263055.3,102.97088 %
beck inc.,262981.6,102.97124 %
brush6 inc.,262881.3,102.97161 %
researched5 inc.,262847.46,103.70985 %
isoprenes11 inc.,262795.7,102.97198 %
wheal7 inc.,262723.32,103.59310 %
reporter4 inc.,262640.9,102.97234 %
mediate4 inc.,262481.5,102.97271 %
guessing3 inc.,262398.2,102.97308 %
flashbulbs12 inc.,262318.1,102.97344 %
japing2 inc.,262317.1,102.97381 %
radium4 inc.,262267.8,102.97417 %
peaking12 inc.,262257.6,103.59561 %
reelecting7 inc.,262233.15,102.97454 %
gateways4 inc.,262231.6,102.97490 %
shay8 inc.,262179.45,102.97527 %
nobly13 inc.,262162.65,102.97564 %
worthier11 inc.,262139.4,102.97600 %
pacifiers12 inc.,262023.45,102.97673 %
hatchways1 inc.,261905.4,102.97710 %
tunic7 inc.,261829.08,103.59689 %
grindingly5 inc.,261724.05,102.97783 %
lauded5 inc.,261685.44,103.47452 %
splashdown5 inc.,261651.75,102.97819 %
perimeter11 inc.,261497.9,102.97892 %
foreshadow10 inc.,261475.8,102.97929 %
elide6 inc.,261448.05,102.97965 %
pedaled4 inc.,261381.18,103.61120 %
complying14 inc.,261320.85,102.98038 %
benzoate15 inc.,261291.9,102.98075 %
amnion16 inc.,261230.22,103.60029 %
dopiness5 inc.,261054.4,102.98111 %
granges2 inc.,260996.85,102.98148 %
isle7 inc.,260866.95,102.98220 %
bookkeeper2 inc.,260697.9,102.98257 %
enshrouds15 inc.,260614.35,102.98329 %
sirius2 inc.,260505.45,102.98366 %
scampers9 inc.,260420.22,103.67273 %
terry7 inc.,260385.2,102.98402 %
horsehair inc.,260326.1,102.98475 %
mascot14 inc.,260163.3,102.98511 %
bismuth2 inc.,260151,102.98547 %
squeal4 inc.,260130.2,102.98584 %
unfeeling12 inc.,260077.08,103.60496 %
smelting16 inc.,260023.86,103.60532 %
unlovely2 inc.,260016.2,102.98620 %
mallets14 inc.,260004.75,102.98656 %
immoderate10 inc.,259966.8,102.98729 %
juiced11 inc.,259919.85,102.98765 %
parried14 inc.,259913.7,102.98801 %
rhino inc.,259807.2,102.98837 %
tuggers2 inc.,259777.05,102.98874 %
splitting inc.,259768.7,102.98910 %
bailiwicks7 inc.,259720.7,102.98946 %
greater15 inc.,259709.4,102.98982 %
prow11 inc.,259706.16,103.60780 %
divagates inc.,259583.25,102.99019 %
fruitier11 inc.,259548.84,103.60876 %
unfits1 inc.,259529.3,102.99055 %
snuffled6 inc.,259483.2,102.99091 %
shapeup14 inc.,259462.4,102.99127 %
rued2 inc.,259358.4,103.60973 %
cloacae12 inc.,259256.5,102.99163 %
balmy7 inc.,259255.65,102.99200 %
transship7 inc.,259088.25,102.99236 %
headachy9 inc.,259065.75,102.99272 %
caginess7 inc.,259055.7,102.99308 %
seminarian2 inc.,259012.05,102.99380 %
fingerings1 inc.,258878.4,102.99416 %
lifeworks12 inc.,258866.34,103.79221 %
reagent11 inc.,258832.8,102.99452 %
stereo4 inc.,258748.4,102.99489 %
despised4 inc.,258672.2,102.99525 %
countered5 inc.,258605.3,102.99597 %
imperils13 inc.,258557.7,102.99633 %
squawking3 inc.,258532.3,102.99669 %
surreal15 inc.,258446.4,102.99705 %
howling3 inc.,258439.62,104.15095 %
whimsy15 inc.,258415.2,102.99741 %
refractors inc.,258372.33,103.93801 %
extempore11 inc.,258324.45,102.99777 %
reemployed6 inc.,258294.6,102.99813 %
boated15 inc.,258246.3,102.99849 %
hastiness6 inc.,258192.86,104.04895 %
halitoses7 inc.,258101.5,102.99885 %
fads10 inc.,258097.35,102.99957 %
producer2 inc.,258097.2,102.99993 %
walk11 inc.,258081.8,103.00029 %
deeper9 inc.,258079.8,103.00065 %
ascribe16 inc.,258071.5,103.00101 %
frosting13 inc.,258019.9,103.00137 %
sluggers7 inc.,257940.2,103.00173 %
salamis9 inc.,257887.9,103.00209 %
seizing11 inc.,257822.8,103.00281 %
opened4 inc.,257776.9,103.00317 %
excretes11 inc.,257741.4,103.00353 %
can inc.,257628.48,103.61700 %
licensable16 inc.,257583.5,103.00389 %
headrests8 inc.,257541.3,103.00461 %
judgmental7 inc.,257519.08,103.76860 %
dinettes9 inc.,257488.2,103.00497 %
drunk11 inc.,257473.5,103.00533 %
lothario11 inc.,257386.35,103.00568 %
wriggling14 inc.,257302.95,103.00604 %
fitting4 inc.,257270.1,103.00640 %
price15 inc.,257248.8,103.00676 %
doormat5 inc.,257200.4,103.00712 %
contagion11 inc.,257179.35,103.00748 %
kittens inc.,257159.8,103.00784 %
sills8 inc.,257154.7,103.00820 %
conversed12 inc.,257105.85,103.00856 %
reshuffle inc.,257015.52,103.61975 %
hawaiians7 inc.,256976.3,103.00927 %
roust6 inc.,256892.4,103.00963 %
coyotes1 inc.,256879.6,103.00999 %
amices13 inc.,256874.8,103.01035 %
sinecures9 inc.,256635.2,103.01106 %
invincibly12 inc.,256628.16,103.67277 %
boning7 inc.,256400,103.01178 %
exhaling3 inc.,256304.52,103.62369 %
wee4 inc.,256271.8,103.01214 %
consultant inc.,256233.5,103.01249 %
shunned7 inc.,256228.7,103.01285 %
wane8 inc.,256178.97,103.68011 %
spriest1 inc.,256178.2,103.01321 %
tamarack7 inc.,256150.1,103.01357 %
garlic7 inc.,256025.2,103.01392 %
tumbling1 inc.,255971.1,103.01428 %
testable9 inc.,255720.1,103.01535 %
tabooed3 inc.,255642.4,103.01571 %
scourging12 inc.,255597.8,103.01606 %
delicately4 inc.,255571.4,103.01642 %
hasted8 inc.,255564.75,103.01678 %
unicycle5 inc.,255538.9,103.01713 %
mediocrity11 inc.,255535.2,103.01749 %
suspended8 inc.,255487.2,103.01785 %
stay13 inc.,255458.3,103.01856 %
wildfowl15 inc.,255446.55,103.01892 %
applauding14 inc.,255245.1,103.01927 %
counterspy14 inc.,255223.62,103.62910 %
satyrs2 inc.,255218.8,103.01963 %
railways2 inc.,255212.1,103.01998 %
quietness13 inc.,255118,103.02034 %
outlines12 inc.,255095.7,103.02070 %
narcissus13 inc.,255091,103.02105 %
maculation6 inc.,255047.9,103.02141 %
deceptive14 inc.,254960.5,103.02176 %
queued13 inc.,254956.1,103.69393 %
curtains16 inc.,254817.5,103.02212 %
armoires5 inc.,254789,103.02247 %
marbling5 inc.,254766.3,103.02283 %
classify13 inc.,254755.5,103.02318 %
spatular9 inc.,254641.65,103.02390 %
pinochle10 inc.,254601,103.02425 %
carrion8 inc.,254598.6,103.02461 %
alleviator8 inc.,254518.65,103.02496 %
locally7 inc.,254479.65,103.02532 %
manfully2 inc.,254476.4,103.02567 %
excoriated3 inc.,254439.12,103.66401 %
lap4 inc.,254351.6,103.02603 %
tracing2 inc.,254291.7,103.02638 %
submerses inc.,254166.3,103.02673 %
underline3 inc.,254132.52,103.53651 %
centered6 inc.,254080.7,103.02709 %
inasmuch4 inc.,254020.44,103.63626 %
rockiest10 inc.,253978.2,103.02744 %
chopper13 inc.,253925.25,103.02780 %
warmed11 inc.,253846.2,103.02851 %
illogical1 inc.,253826.9,103.02886 %
guaranteed11 inc.,253804.5,103.02921 %
shoveling4 inc.,253779.3,103.02992 %
dracaena5 inc.,253760.28,103.72904 %
obscene3 inc.,253744.7,103.03028 %
grappling7 inc.,253741.9,103.03063 %
tactfully14 inc.,253671.8,103.03098 %
maligned9 inc.,253654.6,103.03134 %
whisk15 inc.,253651.53,103.72163 %
mishaps3 inc.,253610.8,103.54111 %
middies11 inc.,253539.7,103.03169 %
sweatband16 inc.,253533.6,103.68651 %
anodic7 inc.,253400.7,103.03205 %
advise16 inc.,253323.9,103.03240 %
butlers15 inc.,253250.04,103.64045 %
exhales inc.,253213.3,103.03311 %
scotching inc.,253156.05,103.03346 %
compost13 inc.,253144.65,103.03416 %
streamers4 inc.,253059.6,103.81648 %
pouching7 inc.,252823.71,103.46747 %
magnetizes12 inc.,252750.58,103.57035 %
hailing8 inc.,252678.9,103.03487 %
unhampered inc.,252659.1,103.03522 %
frolicking6 inc.,252610.65,103.03558 %
segos inc.,252578.9,103.03593 %
gigolos11 inc.,252508.35,103.03628 %
rhetoric1 inc.,252423.5,103.03663 %
matter15 inc.,252379.6,103.03698 %
angered3 inc.,252351.9,103.79618 %
herbage14 inc.,252191.25,103.03804 %
coves11 inc.,252164.5,103.03874 %
fantasize16 inc.,252141.75,103.03909 %
nadirs4 inc.,252136.1,103.03945 %
filches4 inc.,251980.5,103.04015 %
clacks10 inc.,251940.6,103.04050 %
haystacks5 inc.,251912.4,103.04085 %
replay6 inc.,251781.8,103.04120 %
wholly inc.,251750.1,103.04156 %
confidence7 inc.,251741.7,103.64697 %
gestates3 inc.,251719.65,103.04191 %
inking4 inc.,251719.6,103.04226 %
infesting11 inc.,251676,103.04261 %
distastes10 inc.,251591.1,103.04296 %
resonances5 inc.,251465.9,103.04401 %
germinated8 inc.,251410.95,103.04436 %
jointer5 inc.,251410.5,103.04471 %
statements15 inc.,251347.8,103.04506 %
staircase10 inc.,251243.55,103.04541 %
powwowed6 inc.,251081.85,103.04576 %
chisels6 inc.,251053.6,103.04612 %
anchovy6 inc.,250972,103.04682 %
thumbnut9 inc.,250810.3,103.04752 %
chained10 inc.,250645.8,103.04891 %
speeder7 inc.,250616.1,103.04926 %
inspect inc.,250594.05,103.04961 %
reinstruct8 inc.,250573.2,103.04996 %
villainies6 inc.,250466.6,103.05031 %
diabetic10 inc.,250427.04,103.62114 %
scruple15 inc.,250390.35,103.05066 %
frosteds inc.,250315.8,103.05101 %
eulogistic16 inc.,250283.7,103.05136 %
redundant3 inc.,250250.6,103.05171 %
rigors8 inc.,250232.8,103.05206 %
dodecagon2 inc.,250064.7,103.05241 %
gulling14 inc.,250015.2,103.05276 %
goats14 inc.,249998.55,103.05310 %
vamooses12 inc.,249882.9,103.05345 %
displeased5 inc.,249861.75,103.05380 %
flatten8 inc.,249834.6,103.05415 %
rewrote8 inc.,249731.46,103.65635 %
occupying8 inc.,249695.6,103.05485 %
lapins13 inc.,249564.2,103.05520 %
unselfish10 inc.,249443,103.05554 %
cardiac16 inc.,249363.2,103.05589 %
slighted12 inc.,249290.85,103.05624 %
coagulants8 inc.,249231.9,103.05659 %
squalor4 inc.,249132.1,103.05693 %
antonio14 inc.,249105.6,103.05728 %
benthos7 inc.,249097.7,103.05763 %
astronomer11 inc.,248998.8,103.05832 %
squeaky inc.,248821.3,103.64122 %
naughtily10 inc.,248820.9,103.05902 %
execrating2 inc.,248673.7,103.05971 %
dandruffs14 inc.,248660.08,103.78950 %
snootily5 inc.,248648.4,103.06006 %
redid2 inc.,248571.3,103.06041 %
furrier2 inc.,248567.5,103.06075 %
catalan16 inc.,248542.65,103.06110 %
amtrak3 inc.,248518.1,103.06179 %
ravioli inc.,248454.1,103.06214 %
opossum8 inc.,248439.1,103.06249 %
sanguine9 inc.,248268.3,103.06353 %
neutrinos1 inc.,248178.4,103.62434 %
elongates inc.,248155.35,103.06422 %
tortuously15 inc.,247902.6,103.66427 %
meltdown9 inc.,247750.8,103.06560 %
ancestors12 inc.,247714.24,103.72461 %
mats5 inc.,247666.98,103.64421 %
summer13 inc.,247590.6,103.06595 %
winner13 inc.,247464,103.06629 %
slime13 inc.,247433.4,103.06664 %
masturbate7 inc.,247370.85,103.06698 %
utilities11 inc.,247347.15,103.06733 %
decathlons2 inc.,247193.85,103.06836 %
railways9 inc.,247175.85,103.06905 %
frigid15 inc.,247112.1,103.06974 %
forehand4 inc.,247025.1,103.07009 %
caboose16 inc.,247009.05,103.07043 %
bibles5 inc.,246983.9,103.07077 %
comment6 inc.,246966.5,103.07112 %
bucketing2 inc.,246957.6,103.07146 %
backstops15 inc.,246948.9,103.07181 %
pantomimes1 inc.,246791.94,103.86881 %
relaying10 inc.,246656.4,103.07250 %
colonials9 inc.,246587.1,103.07284 %
retaliator16 inc.,246482.2,103.07318 %
botulisms2 inc.,246460.05,103.07353 %
actinide10 inc.,246423.3,103.07387 %
symphonies13 inc.,246232.65,103.07456 %
pulpiness1 inc.,246213.9,103.07525 %
wills11 inc.,246198,103.07559 %
conductors5 inc.,246167.04,103.67363 %
poundage3 inc.,246162.2,103.07593 %
northerner6 inc.,246147.9,103.07628 %
disbars3 inc.,246085.32,103.67426 %
tickets inc.,246081.8,103.07662 %
devaluing5 inc.,246055.8,103.07696 %
praying14 inc.,245891.28,103.67200 %
czarina11 inc.,245874.6,103.07731 %
astutely14 inc.,245780.9,103.07765 %
rich16 inc.,245709.45,103.07799 %
download2 inc.,245620.05,103.07833 %
ambience14 inc.,245589.66,103.67689 %
jockeys8 inc.,245543,103.07868 %
upholsters11 inc.,245540.7,103.07902 %
snooping13 inc.,245519.4,103.07936 %
teapots6 inc.,245506.65,103.07970 %
rewriting9 inc.,245498.1,103.08005 %
outranks8 inc.,245423.3,103.08039 %
rebuild3 inc.,245414.4,103.08073 %
intimately1 inc.,245392.5,103.08107 %
conceive10 inc.,245340.8,103.97103 %
steeply14 inc.,245296.3,103.08142 %
princely10 inc.,245259.5,103.08176 %
nankeen15 inc.,245238,103.08210 %
aquamarine1 inc.,245193.72,103.75982 %
palletize3 inc.,245100,103.08244 %
latchkeys11 inc.,245092.8,103.08278 %
regress16 inc.,244969.2,103.08313 %
tonights5 inc.,244960.44,103.68036 %
solutes7 inc.,244954.8,103.08347 %
godfather7 inc.,244863.1,103.08415 %
sued9 inc.,244737.6,103.68241 %
disavow8 inc.,244731.15,103.08449 %
rewritten16 inc.,244726.9,103.08483 %
kettledrum4 inc.,244717.2,103.08517 %
chariot4 inc.,244590,103.08552 %
unoffended12 inc.,244332.58,103.60092 %
tenderness16 inc.,244298.55,103.08586 %
temporizer6 inc.,244233.3,103.08620 %
rebel4 inc.,244214.25,103.08654 %
whirls7 inc.,244154.25,103.08688 %
guilds16 inc.,244142.7,103.08722 %
childish inc.,244139.85,103.08756 %
apoplectic15 inc.,244070.1,103.08824 %
howdahs11 inc.,243975.15,103.08858 %
fanatical9 inc.,243934.35,103.08926 %
disappoint13 inc.,243851.85,103.08960 %
geldings15 inc.,243813.45,103.09028 %
suffusion12 inc.,243782.1,103.09062 %
apt8 inc.,243773.85,103.09096 %
barley inc.,243691.5,103.09130 %
preinserts11 inc.,243578.6,103.09164 %
velars inc.,243454,103.09232 %
horror13 inc.,243430.4,103.09266 %
petrel14 inc.,243389.1,103.09300 %
grinning6 inc.,243363.45,103.09334 %
cooed8 inc.,243244.6,103.09368 %
soils10 inc.,243221.85,103.09402 %
snowier16 inc.,243175.3,103.09470 %
masks9 inc.,243125.55,103.09504 %
hominy7 inc.,243066.9,103.09538 %
verified9 inc.,243028,103.09571 %
muscovite5 inc.,242692.5,103.09639 %
howsoever inc.,242686.8,103.09673 %
hafted5 inc.,242601.75,103.09707 %
mobilizers13 inc.,242540.6,103.09741 %
unsnarling16 inc.,242258.9,103.09808 %
cleanly9 inc.,242050,103.09842 %
streaming5 inc.,242045.9,103.09876 %
credos16 inc.,242032.9,103.09910 %
pipkins11 inc.,241972.6,103.09943 %
quieted5 inc.,241935.4,103.09977 %
prudery10 inc.,241918.05,103.10011 %
just7 inc.,241896.75,103.59764 %
demurs14 inc.,241871.1,103.10045 %
macro inc.,241845.6,103.10078 %
pedantic3 inc.,241710.2,103.10112 %
dislocate13 inc.,241639.95,103.10146 %
mezzanine14 inc.,241595.5,103.10180 %
centimeter8 inc.,241589.76,104.00497 %
gopher10 inc.,241571.25,103.10213 %
mesozoic5 inc.,241559.6,103.10247 %
sprig10 inc.,241510.2,103.10281 %
roomed2 inc.,241441.95,103.10314 %
unsexed4 inc.,241428,103.10348 %
sucking inc.,241394.4,103.10382 %
summonses11 inc.,241375.5,103.10449 %
sitcom16 inc.,241280.12,103.82598 %
trouper2 inc.,241183.5,103.10483 %
tarry inc.,241167.6,103.10516 %
fusible1 inc.,241030.56,103.69857 %
childhoods11 inc.,240945.6,103.10550 %
siliceous inc.,240849.4,103.10583 %
unfettered10 inc.,240761.55,103.10651 %
preachy16 inc.,240733,103.10684 %
ironies6 inc.,240668.1,103.10718 %
omnibuses2 inc.,240598.65,103.10751 %
wow8 inc.,240543.4,103.10785 %
sparkler7 inc.,240476.55,103.10818 %
topsider8 inc.,240426.3,103.10886 %
scarlet6 inc.,240389.44,103.61381 %
lusterless12 inc.,240379.9,103.10919 %
finesse5 inc.,240306.3,103.10953 %
presifting5 inc.,240264,103.10986 %
unlaces15 inc.,240228.8,103.11020 %
teflon4 inc.,240227.85,103.11053 %
checksums5 inc.,240215.1,103.11087 %
gurgle10 inc.,240140.3,103.11120 %
vacuous16 inc.,240094.2,103.11154 %
aquariums10 inc.,239793.3,103.11254 %
corneal14 inc.,239638.68,103.70343 %
drunks8 inc.,239626.8,103.11287 %
goal4 inc.,239623.95,103.11321 %
freezing14 inc.,239556,103.11421 %
shorelines11 inc.,239495.3,104.14059 %
matted6 inc.,239477.1,103.11455 %
hearkens8 inc.,239430.75,103.11488 %
redeeming6 inc.,239400,103.11521 %
bodice6 inc.,239137.65,103.11555 %
tweak10 inc.,239109.75,103.11588 %
cackle1 inc.,239047.8,103.11621 %
acquirable3 inc.,238999.8,103.11655 %
asides10 inc.,238992,103.11688 %
oxidize14 inc.,238991.25,103.11721 %
proviso inc.,238901.64,103.70598 %
testicles2 inc.,238800.75,103.11788 %
valence3 inc.,238711.95,103.11855 %
onrush5 inc.,238614.3,103.11888 %
fiend9 inc.,238612.35,103.11921 %
wherry4 inc.,238600.5,103.11955 %
seizable15 inc.,238565.18,103.77355 %
defecate12 inc.,238558.89,103.42855 %
tutu5 inc.,238459.2,103.11988 %
gaunt4 inc.,238312.3,103.79473 %
heroes inc.,238113.7,103.12021 %
polyandry11 inc.,238108.8,103.71297 %
sleazier2 inc.,238010.85,103.12054 %
hooting inc.,237861.9,103.12087 %
budgets15 inc.,237852.87,103.64253 %
vapidity12 inc.,237789.2,103.12121 %
disgusting inc.,237766.1,103.12154 %
starvation4 inc.,237763.2,103.12187 %
undoubted6 inc.,237759.45,103.12220 %
glories9 inc.,237727,103.12253 %
workweeks9 inc.,237720.3,103.12286 %
flying4 inc.,237676.3,103.12320 %
rigor13 inc.,237667.5,103.12353 %
duffer inc.,237666.15,103.12386 %
watchwords15 inc.,237636.6,103.12419 %
prepping14 inc.,237615.45,103.12452 %
leather16 inc.,237604.2,103.12485 %
wafting11 inc.,237371.04,103.71524 %
unpoetical10 inc.,237355.2,103.12518 %
flotations4 inc.,237338.94,103.79613 %
burgess15 inc.,237296.52,103.71557 %
eon11 inc.,237276.75,103.12618 %
pronging16 inc.,237114.7,103.12651 %
slanginess16 inc.,237106.65,103.12684 %
granulated7 inc.,237090.75,103.12717 %
flatirons13 inc.,237084.6,103.12750 %
possums5 inc.,237071,103.12783 %
occurs9 inc.,237064.35,103.12816 %
knockoffs6 inc.,236956.5,103.12849 %
ecumenical8 inc.,236946,103.12882 %
portliest12 inc.,236884.9,103.12915 %
wedlocks4 inc.,236824.6,103.12948 %
entraining14 inc.,236729.8,103.12981 %
reinstruct1 inc.,236714.3,103.13047 %
workbox10 inc.,236697.15,103.13081 %
flecked5 inc.,236689.35,103.13114 %
digraphs13 inc.,236626.44,103.71865 %
ligatures5 inc.,236623.3,103.13147 %
saber3 inc.,236516.5,103.13213 %
anthill6 inc.,236505.2,103.13246 %
kingbolt4 inc.,236465.9,103.13279 %
kidnap9 inc.,236379.7,103.13311 %
anesthesia11 inc.,236340.9,103.13344 %
torture10 inc.,236326.3,103.13377 %
penning2 inc.,236269.66,103.88612 %
rushed10 inc.,236238.5,103.13410 %
hatreds9 inc.,236190.3,103.13443 %
honchoed7 inc.,236162.52,103.72173 %
steadied7 inc.,236154.6,103.13509 %
precedent11 inc.,236052.75,103.13542 %
spurred9 inc.,236039.58,103.72233 %
ranch11 inc.,236033.6,103.13575 %
galloping11 inc.,236016.4,103.13608 %
chileans11 inc.,235941.1,103.13641 %
sanctioner3 inc.,235896.12,103.65198 %
flames7 inc.,235870.6,103.13674 %
tapered5 inc.,235806.39,103.67651 %
orbit1 inc.,235769.8,103.13740 %
possible8 inc.,235752.5,103.13773 %
connectors8 inc.,235637.8,103.13805 %
pentagons5 inc.,235622,103.13838 %
doped11 inc.,235507.4,103.13904 %
pigsty14 inc.,235410.3,103.13937 %
topsail11 inc.,235362.3,103.13970 %
threshes15 inc.,235356,103.14002 %
viewed16 inc.,235259.4,103.14035 %
growth4 inc.,235234.2,103.14068 %
piers2 inc.,235179,103.14134 %
scrapers3 inc.,235179,103.14101 %
wildcatted4 inc.,235016.4,103.14232 %
coltish11 inc.,234989.6,103.14265 %
hearths inc.,234912.7,103.14330 %
oilcloth2 inc.,234882.9,103.14363 %
cowry inc.,234870.9,103.14396 %
petrified3 inc.,234823.35,103.14429 %
hearses1 inc.,234802.5,103.14461 %
bulkheads10 inc.,234625.95,103.14560 %
comma13 inc.,234479.1,103.78911 %
balks13 inc.,234469.92,103.73043 %
crabbily13 inc.,234324,103.14592 %
parts12 inc.,234271.35,103.14625 %
aligned14 inc.,234229.2,103.14658 %
waft12 inc.,234088.1,103.14690 %
opacities11 inc.,234009.3,103.14723 %
rubbles13 inc.,233927.25,103.14756 %
comedic12 inc.,233852.8,103.14821 %
superhigh6 inc.,233837,103.14854 %
upheaves5 inc.,233805.6,103.14886 %
mainlines8 inc.,233737.7,103.81692 %
reprisals12 inc.,233616.32,103.80269 %
garnisheed7 inc.,233493.45,103.14919 %
preserved1 inc.,233419.2,103.14951 %
misnomer8 inc.,233401.4,103.14984 %
jobs13 inc.,233401.2,103.15016 %
sniggered2 inc.,233382.78,103.73647 %
aspidistra8 inc.,233338.8,103.15049 %
trump15 inc.,233325.15,103.15082 %
jacquards7 inc.,233319.1,103.15114 %
hagfish inc.,233266.92,103.77629 %
spooking14 inc.,233251.95,103.15147 %
plastics inc.,233206,103.15179 %
hayseed7 inc.,233139.3,103.15212 %
enervated14 inc.,233074,103.15244 %
manpower4 inc.,233027.85,103.15277 %
attics5 inc.,232967,103.15342 %
aerobic3 inc.,232888.95,103.15407 %
gauze15 inc.,232863.1,103.15439 %
vascular5 inc.,232847.1,103.15472 %
wage16 inc.,232714.5,103.15504 %
americas8 inc.,232507.5,103.15537 %
backbiter13 inc.,232475.4,103.15601 %
pressures13 inc.,232316.55,103.15634 %
unzip13 inc.,232147.95,103.15666 %
unendorsed9 inc.,232137.75,103.15699 %
unlimbers9 inc.,232129.05,103.15731 %
stinting11 inc.,232067.55,103.15763 %
amassing8 inc.,232016.3,103.15828 %
marinades13 inc.,231891.1,103.15893 %
spotted12 inc.,231798.45,103.15925 %
coverts9 inc.,231786.15,103.15957 %
foothills1 inc.,231755.6,103.15990 %
outsized14 inc.,231689.88,103.74571 %
boasting4 inc.,231658,103.16022 %
small10 inc.,231596.4,103.16054 %
skulk9 inc.,231547.4,103.16119 %
family5 inc.,231454.2,103.16151 %
expectancy16 inc.,231423.3,103.16184 %
shabbiest9 inc.,231405.4,103.16216 %
supplest1 inc.,231367.86,103.74738 %
stoles8 inc.,231227.85,103.16248 %
hogs13 inc.,231183.5,103.16280 %
saw8 inc.,231179.1,103.16313 %
tawdriness2 inc.,231142.6,103.16345 %
meldings16 inc.,231057.9,103.16409 %
sancta16 inc.,231026.6,103.16442 %
multifaced8 inc.,230913.2,103.16474 %
uprooted14 inc.,230893.77,103.83183 %
pullbacks9 inc.,230881.95,103.16506 %
grommets6 inc.,230865.3,103.16570 %
stench16 inc.,230838.9,103.16603 %
undersign13 inc.,230731.5,103.16635 %
perjurers2 inc.,230702,103.16667 %
hexane inc.,230693.4,103.16699 %
warriors2 inc.,230691.6,103.16731 %
extension4 inc.,230642.8,103.16764 %
pirouette7 inc.,230634.9,103.16796 %
optioning7 inc.,230489.82,103.92083 %
please11 inc.,230445.4,103.16828 %
eclats16 inc.,230265.22,103.80905 %
braves10 inc.,230256,103.16860 %
podiatry11 inc.,229993.5,103.16892 %
taperingly4 inc.,229948.5,103.16924 %
cadavers inc.,229934.6,103.16956 %
gangrenous11 inc.,229926.15,103.16988 %
kilohertz14 inc.,229904.1,103.75493 %
amalgamate6 inc.,229826.4,103.17020 %
vial10 inc.,229822.83,103.79949 %
squats14 inc.,229792.2,103.17052 %
spumes9 inc.,229732.38,103.75686 %
flaked9 inc.,229685.7,103.17117 %
wad8 inc.,229650.8,103.17149 %
shoulders15 inc.,229632.12,103.75744 %
tweedy inc.,229572.7,103.17181 %
grandmas1 inc.,229521.5,103.17213 %
firsthand13 inc.,229510.6,103.17245 %
marooning7 inc.,229448.9,103.17277 %
slake11 inc.,229400,103.17309 %
sums13 inc.,229298.34,103.82152 %
altering9 inc.,229249.2,103.17341 %
gaudiest8 inc.,229213.05,103.17373 %
imitates9 inc.,229015.5,103.17405 %
uncanceled inc.,228779.8,103.17436 %
gneiss14 inc.,228523.35,103.17468 %
surpasses8 inc.,228491.4,103.17500 %
entireties4 inc.,228395.8,103.17532 %
chasteness2 inc.,228337.2,103.17564 %
bestiaries5 inc.,228233.7,103.17596 %
dreary5 inc.,228167.9,103.17628 %
incipient3 inc.,228146.5,103.17659 %
safeties2 inc.,228098.55,103.85501 %
resonates9 inc.,227985.1,103.17691 %
culminate inc.,227967.6,103.17723 %
grapevine11 inc.,227918.85,103.17755 %
lemons8 inc.,227917.5,103.17818 %
protracted10 inc.,227877.15,103.17850 %
ten4 inc.,227793.06,103.72951 %
whizzes15 inc.,227777.25,103.17882 %
seaweeds2 inc.,227662.8,103.17914 %
moseying inc.,227540.25,103.17945 %
revelers1 inc.,227481.84,103.76494 %
freebooter12 inc.,227464.8,103.17977 %
trouping10 inc.,227375.4,103.18009 %
penal3 inc.,227288.1,103.18041 %
lacking inc.,227268.3,103.18072 %
phase8 inc.,227252.7,103.18104 %
awaked6 inc.,227225.1,103.18136 %
begrimed inc.,227164.5,103.18167 %
clocking5 inc.,227124.15,103.18199 %
keepers13 inc.,227110.95,103.18231 %
bluffer inc.,227109.3,103.18262 %
sestets4 inc.,226774.8,103.18389 %
clannish inc.,226758.75,103.18421 %
asked9 inc.,226621.8,103.18484 %
craps10 inc.,226558,103.18516 %
evict3 inc.,226497.45,103.18547 %
extract6 inc.,226486.35,103.18579 %
journalism1 inc.,226482.8,103.18610 %
placket15 inc.,226480.2,103.18642 %
candlepin1 inc.,226400.7,103.18674 %
paltry11 inc.,226274.9,103.18705 %
rapt14 inc.,226272.2,103.18737 %
recipes11 inc.,226256.1,103.18768 %
hundreds3 inc.,226223.25,103.18800 %
manifolded5 inc.,226186,103.18831 %
